"author/deck_playtime_at_review","author/last_played","author/num_games_owned","author/num_reviews","author/playtime_at_review","author/playtime_forever","author/playtime_last_two_weeks","author/steamid","comment_count","hidden_in_steam_china","language","primarily_steam_deck","received_for_free","recommendationid","review","steam_china_location","steam_purchase","timestamp_created","timestamp_updated","voted_up","votes_funny","votes_up","weighted_vote_score","written_during_early_access"
,"1725382164","47","2","3770","3770","0","76561198437186021","0","true","schinese","false","false","175999557","好游戏","","true","1727587624","1727587624","true","0","0","0","false"
,"1727586308","0","1","5764","5764","2092","76561199186292836","0","true","schinese","false","false","175999512","神中神！期待DLC","","true","1727587559","1727587559","true","0","0","0","false"
,"1727523616","9","1","6937","6937","767","76561199106980982","0","true","schinese","false","false","175999510","如梦似幻的天命人之旅！
无与伦比的战斗体验！
Boss的设计体验及其用心！
游戏中的负反馈很少，让我觉得自己再努力一点就能打过。
视觉美术方面，属于历史顶级。
章节总结和动画，超出了普通游戏的范围，属于艺术了。
不足之处，就是游戏稍微短了；我没玩够啊！
强烈建议出爬塔模式。","","true","1727587555","1727587555","true","0","0","0","false"
,"1727592011","0","1","3506","3537","384","76561198824452460","0","true","english","false","false","175999464","Enjoying the game so much.
100 times better than any souls games.
","","true","1727587467","1727587467","true","0","0","0.479041904211044312","false"
,"1727590820","4","1","2794","2846","122","76561199007606989","0","true","schinese","false","false","175999450","通关  二刷中","","true","1727587451","1727587451","true","0","0","0","false"
,"1727590943","0","1","1050","1050","993","76561199126016552","0","true","schinese","false","false","175999440","。。。","","true","1727587435","1727587435","true","0","0","0","false"
,"1727591096","0","3","221","282","185","76561198364580947","0","true","schinese","false","false","175999416","Great game!!","","true","1727587397","1727587397","true","0","0","0","false"
,"1727588290","47","1","4503","4515","4515","76561198062196920","0","true","thai","false","false","175999414","สนุกมาก","","true","1727587393","1727587393","true","0","0","0","false"
,"1727591813","353","40","1826","1907","1937","76561198062371230","0","true","english","false","false","175999411","I'm keeping an eye out for Game Science from now on. I hope they become a Chinese FromSoftware making consistently legendary games.","","true","1727587387","1727587387","true","0","0","0","false"
,"1727591076","225","5","5503","5594","3155","76561198327179757","0","true","schinese","false","false","175999399","绝对推荐   不必多说","","true","1727587367","1727587367","true","0","0","0","false"
,"1727586292","0","1","771","782","233","76561199100468970","0","true","schinese","false","false","175999386","杰出到让人难以想象是游戏科学的第一款3A","","true","1727587338","1727587338","true","0","0","0","false"
